batch,track,artists,album,popularity,explicit,uri,query
15_persian_rap_legends,Bache Mahal,Zedbazi,Bache Mahal,,False,spotify:track:66TbdqCXssdE2tW4LOhFkQ,Iranian rap
15_persian_rap_legends,Pinguin,"Hiphopologist, Ashkan Kagan",Scarface,,False,spotify:track:1qIwsPsb3392zHZ8d3cuTR,Iranian rap
15_persian_rap_legends,Satori,Hamid Sefat,Satori,,False,spotify:track:633xvHgM8ixUoDVMrqzy3K,Iranian rap
15_persian_rap_legends,Mojassameh,"Ali Sorena, Saeed Dehghan",Mojassameh,,False,spotify:track:5mHZyYeg6uUNX36DMxJfQX,Iranian rap
15_persian_rap_legends,Ghool,Shayea,Ghool,,True,spotify:track:3WtaVHOdqbTUGffxNegbac,rap farsi
15_persian_rap_legends,2 Saal,"Sijal, Octave",2 Saal,,False,spotify:track:3Sn261HsKEFyvy7LwZIRaZ,rap farsi
15_persian_rap_legends,Velelesh,"Koorosh, Arta",Velelesh,,True,spotify:track:7dTy4QOVAdiip8QpXHnswH,rap farsi
15_persian_rap_legends,Khodaye Binahayat,Mehrad Hidden,Khodaye Binahayat,,False,spotify:track:2vgaPoFQOZoL927oI5l0Ka,rap farsi
15_persian_rap_legends,ADDI,Dorcci,YOUNG MORVARID,,False,spotify:track:1YFAi3Mxuofp5tOUao2oaJ,rap farsi
15_persian_rap_legends,Ex,Hiphopologist,Heart Attack,,True,spotify:track:7mFSM2JZ6DAxfJiwmmowEL,rap farsi
15_persian_rap_legends,Rooye Jenazat Miraghsam,Hichkas,Rooye Jenazat Miraghsam,,False,spotify:track:7wpdZLPwob9OzQOFDDHNER,rap farsi
15_persian_rap_legends,Zamin Saafe,Zedbazi,Zedbazi,,False,spotify:track:7imwgFerkLlOYXEGSXOFZc,rap farsi
15_persian_rap_legends,La Mamura,"Hiphopologist, Vinak, Ashkan Kagan",La Mamura,,True,spotify:track:1Lz78xDdKYCzDY5DfF4pwu,رپ فارسی
15_persian_rap_legends,غمگین ترین میکس رپ فارسی,ریمیکس ایرانی,غمگین ترین میکس رپ فارسی,,False,spotify:track:05GlmqTlvLxJpDWe1McANJ,رپ فارسی
15_persian_rap_legends,Hamoomi,"Mehrad Hidden, NAVA, Farbod Mehr",Hamoomi,,False,spotify:track:3DVBsjQHeUpg0RU5r0FuUw,رپ فارسی
15_persian_rap_legends,ریمیکس رپ گنگستر فارسی,Top Money Mahali,ریمیکس رپ گنگستر فارسی,,False,spotify:track:30JQbyMoj2nV4lu3i0VdXf,رپ فارسی
15_persian_rap_legends,Road 61,"PapaBoyz, Heliyom, Moreshahin",Road 61,,True,spotify:track:3i9myzue0yMmPbZpfnMS19,رپ فارسی
15_persian_rap_legends,غمگین ترین آهنگ رپ فارسی,ریمیکس ایرانی,غمگین ترین آهنگ رپ فارسی,,False,spotify:track:5DZGicX7gn86BK9BvGrizv,رپ فارسی
15_persian_rap_legends,رپ فارسی: یک سلام | Afghan Rap Song: Yak Salam,Asman Studio,رپ فارسی: یک سلام | Afghan Rap Song: Yak Salam,,True,spotify:track:4Lfd8EWAXoKRWrxbNxFEEH,رپ فارسی
15_persian_rap_legends,Hamcluby,"Hiphopologist, Vinak, Ashkan Kagan",Peymod Be Shemroon,,True,spotify:track:3tEU1rYmsSLhQNb3UWfaEp,رپ ایرانی
15_persian_rap_legends,غمیگن ترین ریمیکس رپی سال - سیگار,ریمیکس ایرانی,غمیگن ترین ریمیکس رپی سال - سیگار,,False,spotify:track:2nqUfX6UIoi1aYW4il7W89,رپ ایرانی
15_persian_rap_legends,ریمیکس غمگین رپ Persian Sad Rap,ریمیکس ایرانی,ریمیکس غمگین رپ Persian Sad Rap,,False,spotify:track:0mGLmtOMFzzVCV4g3dFK7u,رپ ایرانی
15_persian_rap_legends,Yani Chi Nemishe,Hichkas,Yani Chi Nemishe,,False,spotify:track:2dQRmru5lr8BP9qvUSKoS9,Hichkas
15_persian_rap_legends,Bazam Kalan,"Reza Pishro, Hichkas",Bazam Kalan,,False,spotify:track:5KEIOTSPc4Y01pM4FIqBRX,Hichkas
15_persian_rap_legends,Chera Badi,"Zedbazi, Hichkas",Zakhar Nameh,,True,spotify:track:2CNjuACsJ5952oGnqOfSYg,Hichkas
15_persian_rap_legends,Party,Zedbazi,Zedbazi,,True,spotify:track:440YiOuVjnND2L8FGmh10o,Hichkas
15_persian_rap_legends,Hichkas,Shahryar Zarfsaz,Hichkas,,False,spotify:track:25LlXY29aMNDrw2f5Rr4FU,Hichkas
15_persian_rap_legends,مخنوق,Mikasa Music,مخنوق,,False,spotify:track:0l5hn63lEG7Hi8PoL9nse8,Hichkas
15_persian_rap_legends,Hikayaty,Amr Diab,Amarain,,False,spotify:track:1v8fkym83RD6kdudBfJVZM,Hichkas
15_persian_rap_legends,MABANSASH - مبنساش,ESS,MABANSASH - مبنساش,,False,spotify:track:7KWvSN5VDZlMNVNtiUBMvo,Hichkas
15_persian_rap_legends,من أنا,Mikasa Music,من أنا,,False,spotify:track:24o99GT2SaPgcN7Mwkfut9,Hichkas
15_persian_rap_legends,Rappere Ghadimi,Reza Pishro,Singles Vol. 1,,True,spotify:track:3hHz4k9FvYj4PQx0dhN0vh,Reza Pishro
15_persian_rap_legends,Bale Ghorban,"Reza Pishro, Putak",Nirvana,,True,spotify:track:4VNRFVsVeHsd9RE2sxF8Hx,Reza Pishro
15_persian_rap_legends,Tariki,Reza Pishro,Tariki,,True,spotify:track:6BnxBf4umXVTwbEOvDpHXO,Reza Pishro
15_persian_rap_legends,Niloofare Abi,Reza Pishro,Azad,,False,spotify:track:0cxvwaaPxXeObGTU33UhiJ,Reza Pishro
15_persian_rap_legends,Rap Game,"Reza Pishro, Ali Owj",Rail (Vol. 1),,True,spotify:track:63Dl0A4GO3HXAavGYlWXjK,Reza Pishro
15_persian_rap_legends,Dore Donya,Reza Pishro,Dorane Talaei,,False,spotify:track:3IS3H10GNwcTupyFqsVzBu,Reza Pishro
15_persian_rap_legends,Rock A Chock,"Mehrad Hidden, Reza Pishro",Rock A Chock,,False,spotify:track:0lsZt7u0pys6KanpJmAzcs,Reza Pishro
15_persian_rap_legends,Jasad,Reza Yazdani,Jasad,,False,spotify:track:4DAdCWiX78lwsxFUEXp2p6,Reza Pishro
15_persian_rap_legends,Sefareshi,Yas,Sefareshi,,False,spotify:track:5P7Q1nGwx6xQQExAAH5OZP,Yas rap
15_persian_rap_legends,Neva Play (feat. RM of BTS),"Megan Thee Stallion, RM",Neva Play (feat. RM of BTS),,True,spotify:track:2ZqTbIID9vFPTXaGyzbb4q,Yas rap
15_persian_rap_legends,Ya Sahbi,Akram Mag,Ya Sahbi,,False,spotify:track:3jewdoJpOiBXNWBpuInrqn,Yas rap
15_persian_rap_legends,Yes Sir,Chief Keef,4NEM,,True,spotify:track:6Sn6WyJl9Xd2iWTfprdLCC,Yas rap
15_persian_rap_legends,Neva Play (feat. RM of BTS),"Megan Thee Stallion, RM",MEGAN: ACT II,,True,spotify:track:4vEE3lzBLXBN3RxyGtZNir,Yas rap
15_persian_rap_legends,Ya Kahera,Mond,Origins: قبل انتفاضة,,False,spotify:track:2DScms6js280yrc9QpJK3S,Yas rap
15_persian_rap_legends,YADOB,"Nasser, HatemBas, Bashmohannad",YADOB,,False,spotify:track:6JjYUQ4BsDJocL3J9knikT,Yas rap
15_persian_rap_legends,Cigare Soorati,Zedbazi,Zakhar Nameh,,False,spotify:track:3dtd4u0Bip0Y7H6cRuPIgB,Zedbazi
15_persian_rap_legends,Tabestoon Kootahe,Zedbazi,Zedbazi,,True,spotify:track:6bJYxnGau5bTOpa3WtLFSK,Zedbazi
15_persian_rap_legends,Nakoni Bavar,"Zedbazi, Behzad Leito",Zakhar Nameh,,False,spotify:track:3VtG6gq1xrQfzB6FQYZUmg,Zedbazi
15_persian_rap_legends,Mysterious Eyes,Zedbazi,Zedbazi,,True,spotify:track:1eCiLcEGVd0W4MSbFxVhLx,Zedbazi
15_persian_rap_legends,BANATY,"ZIAD ZAZA, Omar Keif",BANATY,,False,spotify:track:2MwSGlOF7IyO08qtGpSbTg,Zedbazi
15_persian_rap_legends,باليني,"ZIAD ZAZA, Vodafone Music, Ismail Nosrat",باليني,,False,spotify:track:4IfxveU1bKptoIxYbQ2tob,Zedbazi
15_persian_rap_legends,Mahlake,"Bahram, Ali Sorena",Khoone Khorshid,,True,spotify:track:3ouQVRHhh2iRZ8U7b6fd1g,Bahram rap
15_persian_rap_legends,SAZ,Bahram,ESHTEBAHE KHOOB,,False,spotify:track:13UjfuwLIxfZ56qXQhEdF3,Bahram rap
15_persian_rap_legends,LAMS,Bahram,ESHTEBAHE KHOOB,,False,spotify:track:1CPe7uw5tXP1E1NvTDGyBG,Bahram rap
15_persian_rap_legends,AGHOOSH,"Bahram, Holly",HEECH,,False,spotify:track:5q7UzAnBEataMgHhmiJ2VG,Bahram rap
15_persian_rap_legends,Sangsar,"Ali Sorena, Bahram",Khoone Khorshid,,False,spotify:track:5wzAfgW9phTHNmE55cgaF8,Bahram rap
15_persian_rap_legends,FAR2 KHEBRA,Afroto,FAR2 KHEBRA,,False,spotify:track:7lCW6YtKKzlS39ZMCNjUpo,Bahram rap
15_persian_rap_legends,SHAHR BARA EL BEIT,"Begad, EVO",BARA EL BEIT,,False,spotify:track:5yehuZLs7aNlZiGNKYm7qN,Bahram rap
15_persian_rap_legends,INSAN,"Begad, Mond",INSAN,,False,spotify:track:0tXbC5pExBG0xeEh0WQ5BH,Bahram rap
16_persian_trap_melodic,The Immortal Asadi - Armin’s Theme,"ASADI, El Armin",The Immortal Asadi - Armin’s Theme,,False,spotify:track:2kIzpoZou2dDRCucaoEGBy,Persian trap
16_persian_trap_melodic,Age Ye Rooz - Remix,"ASADI, Erfan, Faramarz Aslani",Age Ye Rooz (Remix),,False,spotify:track:6VTbhdmrooMC66hRwRWH3Y,Persian trap
16_persian_trap_melodic,Persian Queen,ASADI,Persian Queen,,False,spotify:track:4YfzvvX3rCnueNJHIvKYHm,Persian trap
16_persian_trap_melodic,Crown,ASADI,21 Years,,False,spotify:track:4drEAtcAAk7cKJzw8pOhZG,Persian trap
16_persian_trap_melodic,GOT (Game of Thrones),ASADI,GOT (Game of Thrones),,False,spotify:track:1cZNb2DwOxpcriZ0Wza65M,Persian trap
16_persian_trap_melodic,Persian Lean,Santos Santana,Persian Lean,,True,spotify:track:5TMIBRhmvGCjtSpEAotjo8,Persian trap
16_persian_trap_melodic,Belaad Party,"Hiphopologist, Vinak, Ashkan Kagan",Belaad Party,,True,spotify:track:7FYg57DtxkogoVqyon43bn,Persian trap
16_persian_trap_melodic,Gharibe,Hiphopologist,Heart Attack,,False,spotify:track:0ci6yIrRv0KBa9a3A2VKuh,Persian trap
16_persian_trap_melodic,Trap Farsi,"Cnjim, Feryoung",Trap Farsi,,True,spotify:track:6qmvuXIalyMCQlMmZP7BSk,trap farsi
16_persian_trap_melodic,Mexico,"Hiphopologist, Ashkan Kagan, Vinak, Sepehr Khalse, Behzad Leito, Chvrsi, Young Sudden",Scarface,,True,spotify:track:5rtpokmRITYJU0a6GAx71j,trap farsi
16_persian_trap_melodic,ACL,villainforce,ACL,,True,spotify:track:7wLpa3Sdu8XmLRud8hiAch,trap farsi
16_persian_trap_melodic,TRAPE GUCCI,Gucciflame,TRAPE GUCCI,,True,spotify:track:5clw5XqiC3UeAB5H2TGbHW,trap farsi
16_persian_trap_melodic,Naro </3,"Gucciflame, Ashkan Kagan",Naro </3,,True,spotify:track:1aBfbaaPrj1MplvkyN24rx,trap farsi
16_persian_trap_melodic,Wowleyla,"PapaBoyz, Papa Moosyow, Papa Matt, Papa Fred",8 Bit,,True,spotify:track:6wSFpKW9JQq5KnLzFnV1dL,trap farsi
16_persian_trap_melodic,Dadam Do,"Hoodadk4, Arian Dousti",Dadam Do,,True,spotify:track:76KfLKeq0AKLcUZdRnRQzc,trap farsi
16_persian_trap_melodic,Sibilam Maye,"Mersad, Arian Dousti",Sibilam Maye,,True,spotify:track:3AzPP4LVttRYnkB3yE71YO,trap farsi
16_persian_trap_melodic,Boro Khoone,"Mahyar, Shayea, Mehrad Hidden",Boro Khoone,,False,spotify:track:0DYb1v4bxxh4NOVLtZk4nL,ترپ فارسی
16_persian_trap_melodic,TRAGEDY,"Sajad Shahi, Matin Fattahi, NoTsH",MIRAS,,True,spotify:track:5I0KbH9YUAZcf6E9N7or1F,ترپ فارسی
16_persian_trap_melodic,Marge Roya,Koorosh,HOME ALONE,,True,spotify:track:1iGD4WmEQGorGDKJITFNA9,ترپ فارسی
16_persian_trap_melodic,Trap,WHOBG,Trap,,True,spotify:track:1IeU8ETTV4BHlPceIn69gH,ترپ فارسی
16_persian_trap_melodic,Zemestoon,"Hoomaan, Arown",Zemestoon,,False,spotify:track:2Tk9LXnJE4Kc5ra79Qeef5,ترپ فارسی
16_persian_trap_melodic,Jigh,"Chvrsi, Hoomaan, Ashkan Kagan",Zaar,,True,spotify:track:45EkEcw56AvfKXNlnnt5FS,ترپ فارسی
16_persian_trap_melodic,03:00Am,Sajad Shahi,03:00Am,,True,spotify:track:6dL2nlcUJH1toO0ZWCC5nv,ترپ فارسی
16_persian_trap_melodic,Hide & Seek,"ASADI, Erfan, XYE",NUR,,False,spotify:track:6hhH0qU9KPqrTzm6BFXTbN,Iranian trap
16_persian_trap_melodic,Belaad,"Hiphopologist, Vinak, Ashkan Kagan",Peymod Be Shemroon,,True,spotify:track:32cleVb5ga9Umj9uizrvRJ,Iranian trap
16_persian_trap_melodic,Trap Mode,Koorosh,HOME ALONE,,True,spotify:track:66ZB4HpZeaQao6MT21v2iE,rap farsi trap
16_persian_trap_melodic,Traphouse,Sepehr Khalse,Traphouse,,True,spotify:track:47wkQQdLiYDjPshT5jfwvb,rap farsi trap
16_persian_trap_melodic,Mesle Ghablan,"Behzad Leito, Isam, Tamara",Late Night Drive,,True,spotify:track:5IlhdUHCCbWCwRaUKE47Q7,Behzad Leito
16_persian_trap_melodic,Doost Daram Hamishe,"Behzad Leito, Sepehr Khalse",Late Night Drive,,True,spotify:track:3TbLJtJiuaTdRWMc6pl14h,Behzad Leito
16_persian_trap_melodic,Bi To,Behzad Leito,Late Night Drive,,True,spotify:track:2jIVjV2IIVT33jyDq4pmLa,Behzad Leito
16_persian_trap_melodic,Faaze Khalse,Behzad Leito,Late Night Drive,,True,spotify:track:1wBT5AXJm5EBSqB77p3ar9,Behzad Leito
16_persian_trap_melodic,Bezar Beri Yadam,"Behzad Leito, Tamara",Late Night Drive,,True,spotify:track:62ADA06wvoW4evH0UsANhG,Behzad Leito
16_persian_trap_melodic,Highway,"Behzad Leito, Arown, Arman Miladi",SPICY,,False,spotify:track:0xJGuS0MYvyvzZnarcvhm8,Behzad Leito
16_persian_trap_melodic,Chera Rafti,"Behzad Leito, Chvrsi",Late Night Drive,,False,spotify:track:1IkGrC3bwlE05xiKnDcmZ9,Behzad Leito
16_persian_trap_melodic,Havaashi,"Behzad Leito, Tamara, Ashkan Kagan",Havaashi,,False,spotify:track:4VAuUdkufG4gOjuKdf6zfU,Behzad Leito
16_persian_trap_melodic,Ba Man Harf Bezan,"Behzad Leito, Tamara",Late Night Drive,,True,spotify:track:5IHCdcMufQrfrXJCLRjYlG,Behzad Leito
16_persian_trap_melodic,Male Mane,Behzad Leito,SPICY,,False,spotify:track:7GEWLGa5mFBtTTfZrKdHTs,Behzad Leito
16_persian_trap_melodic,Chi Mishe,"Sijal, Sepehr Khalse",Chi Mishe,,True,spotify:track:1g8TSMM7Wv8JK0zUUU2G99,Sepehr Khalse
16_persian_trap_melodic,‌Nakhla,"Sijal, Mehrad Hidden, Sepehr Khalse",‌Nakhla,,True,spotify:track:6yNVVGfGQWwJA2xPeUYJUx,Sepehr Khalse
16_persian_trap_melodic,Leila,"Sijal, Sogand, Sepehr Khalse",Leila,,False,spotify:track:2wNsGvF1XjHombYNuNQoj2,Sepehr Khalse
16_persian_trap_melodic,Ghalbe Banafsh,"Sepehr Khalse, Ali Ardavan, I.Da",Ghalbe Banafsh,,False,spotify:track:74BCEuxc3dOxknpZo1wX4n,Sepehr Khalse
16_persian_trap_melodic,Keshavarza,"Tiem, Sepehr Khalse",Keshavarza,,True,spotify:track:7ChBRK767eYo8U2MfoQ9LH,Sepehr Khalse
16_persian_trap_melodic,Nemibinamet,"Tiem, Sepehr Khalse",Nemibinamet,,True,spotify:track:3eQWmvkXVKjX0PumYs5Bu8,Sepehr Khalse
16_persian_trap_melodic,Chikar Kardi,"Behzad Leito, Sijal, Heliyom, Sepehr Khalse",Chikar Kardi,,False,spotify:track:75RUP3gK3c03V0W8kPkwyc,Sepehr Khalse
16_persian_trap_melodic,Delam Az Donya Gerefte,"Arman Miladi, Sepehr Khalse, Hoomaan",Paranoia,,True,spotify:track:1rVKUv7PpYwPBHqKXOgqdG,Sepehr Khalse
16_persian_trap_melodic,Mituni Mage,"Arta, Erfan, Catchybeatz, Koorosh, Vinak",Mituni Mage,,True,spotify:track:6zctI4eibSmLYcdCm3WNjb,Koorosh
16_persian_trap_melodic,Khooneye Man,"Koorosh, Arta",TEHRAN 2585,,False,spotify:track:1TObrO0jdGdHZ18c2hnDsW,Koorosh
16_persian_trap_melodic,Shawty,"Koorosh, Ashkan Kagan, Vinak, Arta, Hiphopologist",HOME ALONE,,True,spotify:track:21Lxg3QhzeeASEGLxqyryq,Koorosh
16_persian_trap_melodic,Ba Man Beraghs‌,"Koorosh, Saaren",Ba Man Beraghs‌,,False,spotify:track:4eXVIeIgYz74HG6xX4gPw1,Koorosh
16_persian_trap_melodic,Nobahar,Koorosh,TEHRAN 2585,,False,spotify:track:4eBxyJSCImHw30pzEijNqj,Koorosh
16_persian_trap_melodic,To Faghat Bash,"Koorosh, Raha",TEHRAN 2585,,False,spotify:track:2DWMnhB35lEIzt2ijcUlfj,Koorosh
16_persian_trap_melodic,Baghalet,"Koorosh, Sami Low",TEHRAN 2585,,False,spotify:track:5s6mXrcSzJA0Psa03ECWff,Koorosh
16_persian_trap_melodic,OnlyFans,"Isam, Koorosh",OnlyFans,,True,spotify:track:3A6c20lnVVqTArdgwpQ8cD,Koorosh
16_persian_trap_melodic,Pinocchio,"Arta, Vinak",Pinocchio,,True,spotify:track:3iw7tfxTnUVZQsCZBGDc05,Arta
16_persian_trap_melodic,Mi amor,"Arta, Saaren",Mi amor,,False,spotify:track:0ZAn5wESji49Yq9NkMJK5K,Arta
16_persian_trap_melodic,Burn,"Arta, Parsa",Burn,,False,spotify:track:1HeUD9YwRMWygv110ayqVo,Arta
16_persian_trap_melodic,Adam Barfi,"Koorosh, Arta, Sami Low",Adam Barfi,,False,spotify:track:0kdHLIAlRW2IdeP5NwO6p9,Arta
16_persian_trap_melodic,Bi Liaghat,"Panicnine, Soby",Bi Liaghat,,True,spotify:track:5oI0YAUCB1MmxoQLlk0QY3,Arta
16_persian_trap_melodic,Har Eshghi Mimirad,"Saaren, Arta, Arman Miladi",Har Eshghi Mimirad,,False,spotify:track:4cd1aGMGvQzJ4FEUQQpFvs,Arta
16_persian_trap_melodic,Range O,"Catchybeatz, Soalk, ILLNOIZ",Range O,,True,spotify:track:70tR21UjIsbyJ59lyy9VsD,Catchybeatz
16_persian_trap_melodic,Mituni Mage,"Arta, Vinak, Koorosh, Erfan, Catchybeatz",Mituni Mage,,True,spotify:track:2Ty7bGT5io8tYoW8is7OeD,Catchybeatz
16_persian_trap_melodic,CANCELE,"Arta, Koorosh, Erfan, Behzad Leito, Catchybeatz, Sepehr Khalse, PDC, Shayan Roohi",HITMAN,,False,spotify:track:1hfJ7vUArxuf9et3s648E8,Catchybeatz
16_persian_trap_melodic,Bavelamko,"Catchybeatz, TM Bax, Talk Down",Bavelamko,,False,spotify:track:7wRd6TS0h8dpDBtzfjGdMw,Catchybeatz
16_persian_trap_melodic,Dardesar,"Catchybeatz, Behzad Leito",Etesali,,True,spotify:track:5VNzeEIJYEvbuczfLTfyD8,Catchybeatz
16_persian_trap_melodic,Catchy,Beats By Perki,1 Hour of Chill Freestyle Beats 2026,,False,spotify:track:1BnvmBrNG8KmFEs0As0yNc,Catchybeatz
16_persian_trap_melodic,CATCHY,O'MAX,CATCHY,,False,spotify:track:6E0WAJXGB6HI8BKTRRVRPh,Catchybeatz
16_persian_trap_melodic,Kachy,3LLLBeatz,Kachy,,False,spotify:track:2GPJGEPOsrkdaDRT89vRXw,Catchybeatz
16_persian_trap_melodic,catch me Type Beat,Michael Digital Suite,Ride or Die,,False,spotify:track:2aoNALpWneh1LFFCv84A8P,Catchybeatz
17_persian_party_club_rap,GO STUPID GO CRAZY,Adam Oh,THE COLLEGE FILES,,True,spotify:track:2MLd2xxhiVZhUtZDbF5Z4U,Persian party rap
17_persian_party_club_rap,"BILLIE EILISH LEGENDS MIX. (feat. Ludacris, Busta Rhymes & N.O.R.E.)","Armani White, Ludacris, Busta Rhymes, N.O.R.E.",Road to CASABLANCO.,,True,spotify:track:5hpPlvhy6AcAneYqNmuLrd,Persian party rap
17_persian_party_club_rap,Party Monsters,"Kottonmouth Kings, Tech N9ne",Long Live the Kings,,True,spotify:track:1zb7MSTpT1IOwAlFrpyFK3,Persian party rap
17_persian_party_club_rap,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By - Side B (Deluxe Edition),,True,spotify:track:4rTlPsga6T8yiHGOvZAPhJ,Persian party rap
17_persian_party_club_rap,Gangsta Rap Made Me Do It,Ice Cube,Raw Footage,,True,spotify:track:62duQFVb51gug9ajR6Qdiz,Persian party rap
17_persian_party_club_rap,Don’t Worry,Drake,ICEMAN,,True,spotify:track:6cYGpGmnMeK9qWhRpaZOZ5,Persian party rap
17_persian_party_club_rap,Respect - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),,True,spotify:track:13N31D8yFuN4JeYYR7veY6,Persian party rap
17_persian_party_club_rap,Hasty,"conscience, Syndrome",Hasty,,True,spotify:track:3hwKjQmc08h3az3PlqUM5F,Iranian hip hop club
17_persian_party_club_rap,911,"Boo-Yaa T.R.I.B.E., Eminem, B-Real",West Koasta Nostra,,True,spotify:track:5uImCgmAdDBPTH4bIvql9s,Iranian hip hop club
17_persian_party_club_rap,Lil Bit (feat. Florida Georgia Line),"Nelly, Florida Georgia Line",Heartland,,True,spotify:track:33aow0AcXYvT1FoWNzMcqN,Iranian hip hop club
17_persian_party_club_rap,Right Above It,"Lil Wayne, Drake",I Am Not A Human Being,,True,spotify:track:1kMuU3TNQvHbqvXCWBodmP,Iranian hip hop club
17_persian_party_club_rap,STOLE YA FLOW,A$AP Rocky,Don't Be Dumb,,True,spotify:track:2FycFFuNMVVYIiIqeldXF5,Iranian hip hop club
17_persian_party_club_rap,Joon,Kamyar,Joon,,False,spotify:track:5rLjG0kgfPyq1AaoIcngyB,rap farsi party
17_persian_party_club_rap,Death to Mumble Rap,"GAWNE, Mac Lethal, Futuristic, Crypt",Terminal,,True,spotify:track:4pw5QhgcxTjtAcsmDwLQY1,rap farsi party
17_persian_party_club_rap,Cha Cha,TM Bax,Cha Cha,,False,spotify:track:1v9pGDvbQb5G8CDqYEpMRG,rap farsi party
17_persian_party_club_rap,MVSH PARTY,Mvshreghi,MVSH PARTY,,True,spotify:track:4FXXFzrr2J4C78dRXQOaHF,rap farsi party
17_persian_party_club_rap,Meshki Lebas - Deejay Al Remix,"TM Bax, Deejay Al",Meshki Lebas (Deejay Al Remix),,False,spotify:track:32gCOw9n7YNK3w4OlOYzS6,rap farsi party
17_persian_party_club_rap,Party Like a Rockstar,SHOP BOYZ,"Street Swag, Vol. 2",,False,spotify:track:0iHrITCTrSjBrEv80L6YE8,rap farsi party
17_persian_party_club_rap,Kiss The Sky,G-Eazy,Helium,,False,spotify:track:1lPxbfguoW85eKsnLOPtbK,rap farsi party
17_persian_party_club_rap,No More Parties In LA,Kanye West,The Life Of Pablo,,True,spotify:track:0zLClc0emc6qUeV1p5nc99,rap farsi party
17_persian_party_club_rap,Persian,"Tohi, poobon",Superstar,,False,spotify:track:6u0EGQfDNyF6hNi6JpEShT,Persian hip hop
17_persian_party_club_rap,Ekhtelaf,Hichkas,No One Knows About Persian Cats,,False,spotify:track:61HBwIji5hb8YCFizrXz3k,Persian hip hop
17_persian_party_club_rap,Mano Vel Nakonia,The Don,Mano Vel Nakonia,,False,spotify:track:6DiE7lghD6DXk0zi3FZc4o,hip hop farsi
17_persian_party_club_rap,Red Rose,"Saaren, Javad Rahmani",Red Rose,,False,spotify:track:1YjJW3Z18XaOyD0jz1nEZB,hip hop farsi
17_persian_party_club_rap,Neanderthal,SaintP,Neanderthal,,True,spotify:track:0bEowBX1DyVpH753OjpKRn,hip hop farsi
17_persian_party_club_rap,Afterparty,Wegz,Aqareb,,False,spotify:track:4WbE5qrmw9H4RVpjCns7oR,Zedbazi party
17_persian_party_club_rap,Zelzal,Mahmoud El Leithy,Zelzal,,False,spotify:track:0NIPlnoBzm52xIDkdkHX5M,Zedbazi party
17_persian_party_club_rap,Eshghe Alaki,"Sijal, Sepehr Khalse, Sohrab Mj, Heliyom",OCD,,False,spotify:track:0e5rlph0Dvah0O07QaaiB1,Sijal
17_persian_party_club_rap,Bekhatere To,"Sijal, Sepehr Khalse, Heliyom",OCD,,True,spotify:track:01bFSZDBEyKT3cjdX1lU4o,Sijal
17_persian_party_club_rap,Greece,"Sijal, Sepehr Khalse, Heliyom",OCD,,True,spotify:track:6CMvrhNia97MKIjgMEpbKn,Sijal
17_persian_party_club_rap,2 Ace,"Sijal, Sepehr Khalse, Catchybeatz",OCD,,True,spotify:track:39PlrBsUlInc8JdQPn3eJL,Sijal
17_persian_party_club_rap,Kabol,"Sijal, Sepehr Khalse, Maslak, Darab",OCD,,True,spotify:track:71YooyJQqjL83XPXf7JpvF,Sijal
17_persian_party_club_rap,Miboosamet Are,"Sijal, Milanium",Miboosamet Are,,False,spotify:track:0cpiYuUIyDrgt1iPXRWbYb,Sijal
17_persian_party_club_rap,Fogholade,"Behzad Leito, Sijal, Sami Beigi",Fogholade,,False,spotify:track:4shGMwLxYjEHaGqoGgbpw5,Sijal
17_persian_party_club_rap,Delam Tang Shod,"Vinak, Sohrab Mj, Ashkan Kagan",Gheddis,,True,spotify:track:6xNP9YUQeOLZyxgCi54Hd0,Sohrab MJ
17_persian_party_club_rap,Pesare Bad,"Nassim, Alireza Jj, Sijal, Cornellaa, Sohrab Mj",Pir Shodim Vali Bozorg Na,,False,spotify:track:6oVehsw1WqwQzjG9dZKpma,Sohrab MJ
17_persian_party_club_rap,12 Be Bad,"Ho3ein, Sohrab Mj",12 Be Bad,,True,spotify:track:7cOTzO1Zxan0BHd1Hs8rIN,Sohrab MJ
17_persian_party_club_rap,Al Sohab,Mahmoud Hussain,Al Sohab,,False,spotify:track:1AFRriKez69RE5G7BiRoq1,Sohrab MJ
17_persian_party_club_rap,We Are Still Here,Ahmed Samy,We Are Still Here,,False,spotify:track:4YqoinyKcbzXKGVUkixfVr,Sohrab MJ
17_persian_party_club_rap,So Ya So,Mohamed Mounir,Alby Masaken Sha3beya - Remaster,,False,spotify:track:5MDy7QPamcOGb3rEUJmS3Q,Sohrab MJ
17_persian_party_club_rap,Sifr (feat. EL Waili) - Live Session,"Samar Tarik, El Waili",Sifr (Live Session) [feat. EL Waili],,False,spotify:track:0pDtKBda0d5tcZyNmUuKTq,Sohrab MJ
17_persian_party_club_rap,Shagar El Lemoon,Mohamed Mounir,Shababeek,,False,spotify:track:1pKzztd71swa64pMOG02gj,Sohrab MJ
17_persian_party_club_rap,Kheyli Vaghte,"Mehrad Hidden, NAVA",Kheyli Vaghte,,False,spotify:track:1WVPB7x9UlErXDnndwgNIJ,Mehrad Hidden
